csv,full_rev_equiv_j,work_45deg_j,average_torque_nm,peak_positive_nm,peak_negative_nm,positive_work_j,negative_work_j,cancellation_ratio,decision
C:/Users/Owner/Documents/Codex/pm-gradient-motor-lab/data/field_sim/femm_torque_angle_arc10_offset0_period45_step1.csv,1.3963618836154552,0.1745452354519319,0.22223789612250955,6.597095225784451,-6.206311418483044,1.4957520191885953,-1.3212067837366637,0.9380377038987309,HOLD_FOR_NEARBY_VARIANTS
C:/Users/Owner/Documents/Codex/pm-gradient-motor-lab/data/field_sim/femm_asym_b_period45_step1.csv,0.9516978480113294,0.11896223100141617,0.15146741684092238,5.044163222425373,-3.994061657560415,1.1627591760611902,-1.043796945059774,0.9460869225746311,WEAK_POSITIVE_DO_NOT_PROMOTE
C:/Users/Owner/Documents/Codex/pm-gradient-motor-lab/data/field_sim/femm_torque_angle_period45_step1.csv,0.9029276188417434,0.11286595235521793,0.14370539379285824,17.98540903867301,-17.65812144798387,4.450537188525076,-4.337671236169858,0.9871571147495701,WEAK_POSITIVE_DO_NOT_PROMOTE
C:/Users/Owner/Documents/Codex/pm-gradient-motor-lab/data/field_sim/femm_teb_b_period45_step1.csv,0.3431654170713223,0.04289567713391529,0.054616472425092835,6.27737654326524,-6.17502916555807,1.4409149307086107,-1.398019253574695,0.9848902178249177,WEAK_POSITIVE_DO_NOT_PROMOTE
