motor_name,peak_power_kw_18s,peak_torque_nm,max_speed_rpm,peak_efficiency_pct,mass_kg,volume_l,dc_link_v,model_note
2010 Toyota Prius MG2 consistency simulation,59.4,200,13400,96,36.7,12.5,650,Simple envelope consistency model calibrated from public ORNL benchmark specs
