angle_deg,torque_nm
0,-0.3593847623630442
1,-0.9222331240578816
2,-0.8797005159128095
3,-0.8632702938297592
4,-0.6273485530604207
5,-0.5249776672839442
6,-0.4270267451208196
7,-0.5793233373541443
8,-0.8192492968230044
9,-1.115108529411317
10,-1.467281724905621
11,-0.9729803308409205
12,-1.11806530361461
13,-0.6980333025913933
14,0.1957375206484386
15,1.209603567307228
16,2.26600254551992
17,2.782067552808489
18,2.951628523293261
19,2.661256099527914
20,1.75418840408892
21,1.133527044796379
22,-0.0564970593021541
23,-0.7641380476883138
24,-0.8842008533899568
25,-1.283616612112118
26,-0.8802820956212756
27,-0.6807301319676471
28,-0.2807553289269845
29,-0.289378424826582
30,-0.5457362231564146
31,-1.096150707523306
32,-1.202092521927149
33,-1.453779095249461
34,-1.22152435963488
35,-0.8373892732089941
36,-0.09450711019596587
37,0.9846674005450272
38,1.767104209917335
39,2.480166838432568
40,3.000837655088743
41,2.987575137336289
42,2.290177632857701
43,1.435904070979174
44,0.6359980159480753
45,-0.2118635383280184
