angle_deg,torque_nm
0,1.010368610003276
1,-0.2048746234411521
2,-0.7204807078590388
3,-0.8187498873108858
4,-1.384636613757235
5,-1.889939057917407
6,-1.494908748181513
7,-1.855638306364065
8,-2.319232906825574
9,-2.630387224836742
10,-2.714441779753181
11,-2.736851951804944
12,-1.798454724783422
13,-0.7584309705492199
14,0.5116753554917326
15,1.863233434465543
16,3.060019514228869
17,3.62236706203696
18,4.170734283955307
19,3.912093953810885
20,3.291116355116898
21,2.24168557569144
22,1.673597540746098
23,0.4979178305036038
24,-0.5239342717204326
25,-0.7242532681053855
26,-1.539208206569074
27,-1.395825465364921
28,-1.307188318623252
29,-1.755258773528685
30,-2.242147355130905
31,-2.388958990661975
32,-2.781342912786952
33,-2.737247989023644
34,-2.215947687503317
35,-1.440563515732053
36,-0.02591760980217688
37,1.29209214408493
38,2.408573852052112
39,3.517558623592252
40,3.929297611622602
41,4.129546412801361
42,3.644608426224866
43,2.630579220986646
44,1.807532739483993
45,1.019882056017946
