angle_deg,torque_nm
0,4.699138871936397
1,4.453295604309396
2,3.472748423903304
3,2.385734750152832
4,0.6776481575054606
5,-0.2170552910145326
6,-1.110818222003978
7,-2.028555882838545
8,-2.531722661253015
9,-3.168165041783736
10,-3.252756402743801
11,-3.922827904790677
12,-3.984443033370493
13,-3.488410210847852
14,-3.384384932907542
15,-2.564172219956694
16,-0.9239051169891634
17,0.3630066821917615
18,2.131839647938536
19,3.46266553547669
20,4.392231394441914
21,4.846556065524897
22,4.916929048298559
23,4.221657960706007
24,3.851479574187566
25,3.021972414335537
26,1.718127185700982
27,0.6507825367680334
28,-0.3317641490328018
29,-1.387465600613111
30,-2.309409405746381
31,-2.917317185361074
32,-3.08653719202717
33,-3.732258660661834
34,-3.644453027418541
35,-3.984706009627361
36,-3.829048604683221
37,-2.96152733760643
38,-1.823082003570625
39,-0.3335445262524459
40,1.349042401408223
41,2.938642328717782
42,4.172731027659844
43,4.751978039373531
44,4.810975030872416
45,4.697947539191497
