angle_deg,torque_nm
0,-3.015715848418647
1,-3.155395118444151
2,-4.077662884239452
3,-3.924168920285036
4,-3.538573190108125
5,-3.447130801349525
6,-2.48232150232091
7,-1.09619743780259
8,0.470985931863978
9,1.928369963281756
10,3.422163315761332
11,4.58258904028675
12,4.84520158604446
13,4.949885786540899
14,4.464383610266971
15,3.905644454955926
16,2.770731599559316
17,1.599930128366577
18,0.6456513369197183
19,-0.5474000333380229
20,-1.177194703711985
21,-2.249765836167702
22,-2.761778317991888
23,-2.883378667192279
24,-3.731883964679351
25,-3.583263729899942
26,-3.958208055026586
27,-3.961751220171433
28,-2.986792252680261
29,-1.774594865743214
30,-0.2761993869702483
31,1.316290729140448
32,3.112625481230292
33,4.234129287472888
34,4.954477068559049
35,4.882424322561275
36,4.634808642935675
37,4.312485847521593
38,3.597148135370727
39,2.272800480512057
40,0.6214170326100177
41,-0.3919031745576683
42,-1.080700336631689
43,-1.93989918857398
44,-2.988504029018183
45,-3.141744280214908
