angle_deg,torque_nm
0,2.167103976485178
1,1.345779539050746
2,0.3346085949249856
3,-0.8442755171930246
4,-1.516441721145852
5,-2.112224754087514
6,-2.603952699084225
7,-2.959481722391314
8,-3.234376393727994
9,-3.26162205661351
10,-3.129406122070843
11,-2.901295968201033
12,-2.069025880145017
13,-0.8992174817952778
14,0.1303494475569894
15,1.226950326722631
16,2.508831212174568
17,3.520993297215475
18,3.792646400358474
19,3.638715079670235
20,3.635132730038706
21,3.374102457283505
22,2.53773194022473
23,1.760626553224733
24,0.7561046413552915
25,-0.5925941218126558
26,-1.012682188334887
27,-1.84792274221366
28,-2.078555266612655
29,-2.828121074166458
30,-3.147713056604721
31,-3.526765605611025
32,-3.703626775320862
33,-3.185638504786025
34,-2.49410971623086
35,-1.377190562207922
36,-0.3653453280879458
37,0.9509690939212944
38,1.890752629449932
39,3.01077668947035
40,3.429611912340175
41,3.739369866477916
42,3.728433745962855
43,3.269009863337984
44,2.522074441788482
45,2.224568400290511
