angle_deg,torque_nm
0,0.1682095465801548
4,15.26739055586581
8,14.70366370389621
12,-4.079734911691682
16,-17.08458951031935
20,-10.25779614579406
24,6.791804932875941
28,17.68756967746224
32,9.711712540545928
36,-11.46439415953562
40,-17.01705113982803
44,-3.946420095571186
48,12.45509277826768
52,17.27758237871962
56,2.069223830305162
60,-16.13986196216993
64,-13.43779824480746
68,2.293867809772272
72,16.2914350864973
76,13.48825701493853
80,-6.596527765649721
84,-17.80837082747787
88,-8.662778033602196
92,8.320576335400904
96,17.9864565855872
100,7.383215349794597
104,-13.1539771806877
108,-16.14243689324345
112,-2.025347521322004
116,13.76323526059704
120,16.016060769863
124,-1.427227325177965
128,-16.93555985096625
132,-12.05278855320348
136,4.505373820606424
140,17.04864028632054
144,11.47256570457535
148,-9.231614470962326
152,-17.36740526950435
156,-6.162000576835506
160,10.65540589675203
164,17.71145397458042
168,5.021466497677396
172,-15.23603329330167
176,-14.83339219238935
180,0.1006323393345175
184,15.26239115691362
188,14.70507900363223
192,-4.078751640066479
196,-17.08763889129315
200,-10.13971290396925
204,6.777579142012084
208,17.6890041535978
212,9.710089838159208
216,-11.32586373963361
220,-16.95562804403141
224,-3.9419091285032
228,12.45326411387173
232,17.38448576694552
236,2.058915784649092
240,-16.14074625399367
244,-13.43826269850407
248,2.291450897793414
252,16.10506177705661
256,13.4889736661748
260,-6.601160646657879
264,-17.81024904735103
268,-8.332758040478069
272,8.31325025151634
276,17.98661675287754
280,7.382692269575742
284,-13.1500191553265
288,-16.14515211201055
292,-2.226066609608481
296,13.75747734733183
300,15.9919757201091
304,-1.427300875650709
308,-16.91632439686895
312,-12.05199008103705
316,4.451439542688499
320,17.05144021022817
324,11.28938867254622
328,-9.208401102159218
332,-17.62249601169727
336,-6.295639589207392
340,10.60770236683716
344,17.71371798051085
348,5.025686745363462
352,-15.17422850774411
356,-14.85900084658115
360,0.09856092142395305
