angle_deg,torque_nm
0,4.850497296630121
1,4.891061301076162
2,4.31272023285162
3,3.754966672442824
4,2.95232645684299
5,1.755621859565029
6,0.6974918595511827
7,-0.5342410555324616
8,-1.351323759521474
9,-2.371351226244884
10,-2.836157037174174
11,-2.751149364858248
12,-3.73571116123701
13,-3.626007875317752
14,-3.990632450965469
15,-3.921047042984455
16,-2.937251052463123
17,-1.682255121014711
18,-0.2000913909288722
19,1.3502642547571
20,3.072572739496452
21,4.180379996761768
22,4.959309645892835
23,4.921718635578698
24,4.64874083788651
25,4.440244840617242
26,3.390668106984674
27,2.389386613678332
28,0.8048006970344583
29,-0.3710047812520489
30,-1.095501655855832
31,-1.916181539982877
32,-2.500375042854807
33,-2.999201842379536
34,-3.039743212333492
35,-3.876016094898956
36,-3.814309289085566
37,-3.390597226033412
38,-3.463341708932193
39,-2.557558728404649
40,-0.9031254642280397
41,0.422463542547918
42,2.078366252542079
43,3.478089593314359
44,4.393010497585578
45,5.019872706544025
