angle_deg,torque_nm
0,-0.02243957763808315
5,1.151827548415224
10,0.0787323069688501
15,-0.9222016709000871
20,-0.8017955579842512
25,0.6877716407192193
30,0.7748785937923556
35,-0.3585749794295083
40,-1.247225842446334
45,0.06721384528161375
