angle_deg,torque_nm
0,0.4936908713800045
1,2.23943512742584
2,4.443627383559079
3,5.857144515211942
4,6.412547414240544
5,6.448589116373308
6,5.367620683479307
7,4.428061008904765
8,3.544439699333573
9,2.169702907793682
10,1.542210269481645
11,0.3768523035304818
12,-0.5251200946713702
13,-1.55278254256637
14,-2.501063137258309
15,-3.530766346031121
16,-4.512437267698052
17,-5.853893312401669
18,-6.206311418483044
19,-5.522459307916622
20,-4.502431090377018
21,-2.948195176219255
22,-0.77371113451201
23,1.23896294032221
24,3.707485729363223
25,5.018328140280985
26,6.115852101087786
27,6.597095225784451
28,5.836297534740391
29,5.059948448796891
30,4.263476050971282
31,2.74918374874111
32,1.792495414533146
33,0.7739327449239828
34,0.09085134425813242
35,-1.147540198113847
36,-1.89645561865528
37,-2.805977966413851
38,-4.031554857872643
39,-5.131211385459086
40,-6.110679969963553
41,-6.035090541053466
42,-5.256470903587059
43,-3.819082601802888
44,-1.905585114986319
45,0.4970800454560068
