angle_deg,torque_nm
0,1.901367385485595
1,0.5782979583194413
2,-0.5015346319127226
3,-1.154394393497347
4,-2.142713424501501
5,-2.916476052249152
6,-3.40593866831558
7,-3.679156891358571
8,-4.043812953046778
9,-4.299996785181957
10,-3.808053081340031
11,-3.557982136699901
12,-2.424513380326632
13,-1.588590769244109
14,0.2395378174163717
15,1.72408059439808
16,3.29274287522648
17,4.450726717201937
18,5.153558565941061
19,5.356493972187278
20,4.675719198329619
21,3.999776284529012
22,3.026920900059116
23,1.636752372806478
24,0.4641022157781133
25,-0.7967093651870333
26,-2.00309458767625
27,-2.476503988387631
28,-3.294318943634167
29,-2.987341822268982
30,-3.874371186436487
31,-3.935688856969178
32,-3.833318143983218
33,-3.420929871203818
34,-3.286653508505262
35,-2.06327042732589
36,-0.756509061346709
37,0.8715616519086052
38,2.678873732191127
39,3.778915943809417
40,4.464844968087319
41,5.919815144811334
42,5.018309263461834
43,4.083691772037706
44,3.660615052417575
45,1.89909388002113
