pulse_window_deg,pulse_window_rad,work_per_pulse_j,mechanical_pulse_power_w,electrical_input_power_w,energy_balance_ratio,required_electrical_energy_per_pulse_j,mechanical_energy_per_revolution_j,net_electrical_energy_per_revolution_j,load_energy_per_revolution_j,status
2.0,0.03490658503988659,0.06283185307179587,10.053096491487338,2.8000000000000003,3.5903916041026207,0.06283185307179587,0.7539822368615504,0.21000000000000002,5.026548245743669,unbalanced pending source identification
4.0,0.06981317007977318,0.12566370614359174,20.106192982974676,2.8000000000000003,7.180783208205241,0.12566370614359174,1.5079644737231008,0.21000000000000002,5.026548245743669,unbalanced pending source identification
8.0,0.13962634015954636,0.25132741228718347,40.21238596594935,2.8000000000000003,14.361566416410483,0.25132741228718347,3.0159289474462017,0.21000000000000002,5.026548245743669,unbalanced pending source identification
12.0,0.20943951023931956,0.3769911184307752,60.318578948924035,2.8000000000000003,21.542349624615724,0.3769911184307752,4.523893421169302,0.21000000000000002,5.026548245743669,unbalanced pending source identification
20.0,0.3490658503988659,0.6283185307179586,100.53096491487338,2.8000000000000003,35.90391604102621,0.6283185307179586,7.5398223686155035,0.21000000000000002,5.026548245743669,unbalanced pending source identification
