rpm,torque_nm,pulse_window_deg,pulse_window_rad,pulse_events_per_second,work_per_pulse_j,electrical_input_power_w,mechanical_pulse_power_w,load_power_w,net_electrical_energy_per_revolution_j,mechanical_pulse_energy_per_revolution_j,load_energy_per_revolution_j,balance_ratio,balance_flag
100,0.6,6,0.10471975511965978,20.0,0.06283185307179587,0.35000000000000003,1.2566370614359172,8.377580409572783,0.21000000000000002,0.7539822368615504,5.026548245743669,3.5903916041026207,UNBALANCED
100,0.7,6,0.10471975511965978,20.0,0.07330382858376185,0.35000000000000003,1.4660765716752369,8.377580409572783,0.21000000000000002,0.8796459430051422,5.026548245743669,4.1887902047863905,UNBALANCED
100,0.8,6,0.10471975511965978,20.0,0.08377580409572782,0.35000000000000003,1.6755160819145565,8.377580409572783,0.21000000000000002,1.0053096491487339,5.026548245743669,4.787188805470161,UNBALANCED
100,0.9,6,0.10471975511965978,20.0,0.0942477796076938,0.35000000000000003,1.884955592153876,8.377580409572783,0.21000000000000002,1.1309733552923256,5.026548245743669,5.385587406153931,UNBALANCED
100,1.0,6,0.10471975511965978,20.0,0.10471975511965978,0.35000000000000003,2.0943951023931957,8.377580409572783,0.21000000000000002,1.2566370614359172,5.026548245743669,5.983986006837701,UNBALANCED
100,1.1,6,0.10471975511965978,20.0,0.11519173063162577,0.35000000000000003,2.3038346126325155,8.377580409572783,0.21000000000000002,1.3823007675795091,5.026548245743669,6.5823846075214725,UNBALANCED
100,1.2,6,0.10471975511965978,20.0,0.12566370614359174,0.35000000000000003,2.5132741228718345,8.377580409572783,0.21000000000000002,1.5079644737231008,5.026548245743669,7.180783208205241,UNBALANCED
100,1.3,6,0.10471975511965978,20.0,0.13613568165555773,0.35000000000000003,2.7227136331111543,8.377580409572783,0.21000000000000002,1.6336281798666927,5.026548245743669,7.779181808889012,UNBALANCED
100,1.4,6,0.10471975511965978,20.0,0.1466076571675237,0.35000000000000003,2.9321531433504737,8.377580409572783,0.21000000000000002,1.7592918860102844,5.026548245743669,8.377580409572781,UNBALANCED
100,1.5,6,0.10471975511965978,20.0,0.15707963267948966,0.35000000000000003,3.141592653589793,8.377580409572783,0.21000000000000002,1.8849555921538759,5.026548245743669,8.975979010256552,UNBALANCED
100,1.6,6,0.10471975511965978,20.0,0.16755160819145565,0.35000000000000003,3.351032163829113,8.377580409572783,0.21000000000000002,2.0106192982974678,5.026548245743669,9.574377610940322,UNBALANCED
100,1.7,6,0.10471975511965978,20.0,0.1780235837034216,0.35000000000000003,3.5604716740684323,8.377580409572783,0.21000000000000002,2.1362830044410592,5.026548245743669,10.172776211624091,UNBALANCED
100,1.8,6,0.10471975511965978,20.0,0.1884955592153876,0.35000000000000003,3.769911184307752,8.377580409572783,0.21000000000000002,2.261946710584651,5.026548245743669,10.771174812307862,UNBALANCED
100,1.9,6,0.10471975511965978,20.0,0.19896753472735357,0.35000000000000003,3.9793506945470716,8.377580409572783,0.21000000000000002,2.3876104167282426,5.026548245743669,11.369573412991631,UNBALANCED
100,2.0,6,0.10471975511965978,20.0,0.20943951023931956,0.35000000000000003,4.188790204786391,8.377580409572783,0.21000000000000002,2.5132741228718345,5.026548245743669,11.967972013675402,UNBALANCED
100,0.1,7,0.12217304763960307,20.0,0.012217304763960308,0.35000000000000003,0.24434609527920617,8.377580409572783,0.21000000000000002,0.1466076571675237,5.026548245743669,0.6981317007977318,BALANCED
100,0.2,7,0.12217304763960307,20.0,0.024434609527920616,0.35000000000000003,0.48869219055841234,8.377580409572783,0.21000000000000002,0.2932153143350474,5.026548245743669,1.3962634015954636,UNBALANCED
100,0.3,7,0.12217304763960307,20.0,0.03665191429188092,0.35000000000000003,0.7330382858376184,8.377580409572783,0.21000000000000002,0.4398229715025711,5.026548245743669,2.0943951023931953,UNBALANCED
100,0.4,7,0.12217304763960307,20.0,0.04886921905584123,0.35000000000000003,0.9773843811168247,8.377580409572783,0.21000000000000002,0.5864306286700948,5.026548245743669,2.792526803190927,UNBALANCED
100,0.5,7,0.12217304763960307,20.0,0.061086523819801536,0.35000000000000003,1.2217304763960306,8.377580409572783,0.21000000000000002,0.7330382858376184,5.026548245743669,3.490658503988659,UNBALANCED
100,0.6,7,0.12217304763960307,20.0,0.07330382858376185,0.35000000000000003,1.4660765716752369,8.377580409572783,0.21000000000000002,0.8796459430051422,5.026548245743669,4.1887902047863905,UNBALANCED
100,0.7,7,0.12217304763960307,20.0,0.08552113334772214,0.35000000000000003,1.710422666954443,8.377580409572783,0.21000000000000002,1.0262536001726656,5.026548245743669,4.8869219055841215,UNBALANCED
100,0.8,7,0.12217304763960307,20.0,0.09773843811168247,0.35000000000000003,1.9547687622336494,8.377580409572783,0.21000000000000002,1.1728612573401895,5.026548245743669,5.585053606381854,UNBALANCED
100,0.9,7,0.12217304763960307,20.0,0.10995574287564276,0.35000000000000003,2.199114857512855,8.377580409572783,0.21000000000000002,1.3194689145077132,5.026548245743669,6.283185307179586,UNBALANCED
100,1.0,7,0.12217304763960307,20.0,0.12217304763960307,0.35000000000000003,2.443460952792061,8.377580409572783,0.21000000000000002,1.4660765716752369,5.026548245743669,6.981317007977318,UNBALANCED
100,1.1,7,0.12217304763960307,20.0,0.1343903524035634,0.35000000000000003,2.687807048071268,8.377580409572783,0.21000000000000002,1.6126842288427607,5.026548245743669,7.67944870877505,UNBALANCED
100,1.2,7,0.12217304763960307,20.0,0.1466076571675237,0.35000000000000003,2.9321531433504737,8.377580409572783,0.21000000000000002,1.7592918860102844,5.026548245743669,8.377580409572781,UNBALANCED
